host,ID,ra,dec,morph,re,z
PGC16779,050439-371603,76.1626,-37.2675,dE,2.64,
PGC16779,050608-380036,76.5346,-38.0103,dE,3.59,
PGC16779,050611-374145,76.5471,-37.6959,dE,3.26,
PGC16779,050624-373859,76.6004,-37.65,dE,4.64,
PGC16779,050703-373916,76.7632,-37.6545,dE,6.87,
PGC16779,050709-373846,76.7897,-37.6464,dE,1.53,
PGC16779,050724-373906,76.8533,-37.6518,dE,11.36,
PGC16779,050752-374418,76.9674,-37.7385,BC,5.41,
PGC16779,050755-380045,76.9809,-38.0127,dE,6.12,
PGC17436,053251-215830,83.2158,-21.9752,dE,3.02,
PGC17436,053326-215757,83.3617,-21.9659,dE,4.35,
PGC17436,053331-220501,83.3815,-22.0838,dE,3.45,
PGC17436,053333-215918,83.3902,-21.9885,dE,10.69,
PGC17436,053340-214801,83.4198,-21.8005,dE,3.55,
PGC17436,053345-220807,83.4407,-22.1354,dE,8.85,
PGC17436,053354-215333,83.475,-21.8927,dE,3.48,
PGC17487,053448-181305,83.7,-18.2181,dE,5.56,
PGC17487,053459-174553,83.747,-17.7648,dE,2.55,
PGC17487,053526-175743,83.8596,-17.962,dE,2.14,
PGC17487,053549-175855,83.9569,-17.9821,dE,3.87,
PGC17487,053552-174739,83.9673,-17.7943,dE,2.11,
PGC17487,053602-180311,84.0097,-18.0533,dE,3.02,
PGC17487,053614-174349,84.0623,-17.7303,dE,4.03,
PGC17657,054112-301239,85.3033,-30.2109,dE,3.76,
PGC17657,054334-295832,85.8952,-29.9757,dE,6.73,
PGC17657,054336-300058,85.9001,-30.0163,dE,4.15,
PGC17668,054355-191129,85.9796,-19.1915,dE,2.85,
PGC17668,054411-191404,86.0468,-19.2347,dE,4.01,
PGC17772,054543-220341,86.4323,-22.0615,dE,3.11,
PGC17810,054621-184133,86.5891,-18.6926,dE,1.84,
PGC17810,054633-184131,86.6403,-18.6921,dE,3.74,
PGC17975,054901-213409,87.2574,-21.5692,dE,4.0,
PGC17975,055015-213529,87.5656,-21.5916,dE,2.81,
PGC17975,055051-212635,87.7162,-21.4433,dE,4.35,
PGC18258,055747-231432,89.4473,-23.2424,dE,4.48,
PGC18258,060125-234228,90.3565,-23.7078,dE,3.41,
PGC18833,062040-573413,95.1683,-57.5705,dE,2.59,
PGC18835,062130-572945,95.3791,-57.4959,dE,2.58,
PGC18880,062159-594645,95.4978,-59.7793,dE,4.05,
PGC20395,071111+471134,107.796,47.1928,dE,4.16,
PGC20536,071416+570320,108.5705,57.0556,dE,4.71,
PGC20536,071609+565253,109.0384,56.8814,dE,3.65,
PGC20536,071613+565024,109.0563,56.84,dE,3.4,
PGC20536,071618+564957,109.0776,56.8327,dE,2.3,
PGC20536,071619+583015,109.0799,58.5044,dE,5.09,
PGC20536,071625+565041,109.1077,56.8448,dE,2.54,
PGC20536,071626+564355,109.1123,56.7322,dE,3.87,
PGC20536,071646+564814,109.195,56.8041,dE,3.52,
PGC20536,071704+564636,109.2689,56.7767,dE,5.44,
PGC20611,071724+681749,109.3505,68.297,dE,4.58,
PGC20611,071743+681336,109.4314,68.2267,dE,3.66,
PGC20611,071749+681907,109.4553,68.3187,dE,4.93,
PGC20611,071754+682104,109.4759,68.3513,dE,3.2,
PGC20884,072122+581216,110.3438,58.2045,dE,3.16,
PGC20884,072144+580113,110.4355,58.0203,dE,2.91,
PGC20884,072214+580503,110.5587,58.0844,dE,3.12,
PGC20884,072223+574359,110.5983,57.7333,dE,7.66,
PGC20884,072244+580253,110.6869,58.0481,dE,2.91,
PGC20884,072324+575258,110.8537,57.8829,TS,16.73,
PGC20884,072324+581731,110.8537,58.292,dE,4.06,
PGC20884,072325+580127,110.8543,58.0244,TS,1.81,
PGC20884,072426+573754,111.1098,57.6318,dE,5.39,
PGC20884,072456+580355,111.235,58.0653,dE,3.49,
PGC20884,072457+580315,111.2399,58.0543,dE,4.21,
PGC20884,072517+573103,111.3217,57.5177,dE,3.65,
PGC20884,072528+581038,111.3699,58.1775,dE,2.6,
PGC21033,072603+801132,111.5126,80.1923,dE,4.92,
PGC21164,073236+800804,113.1526,80.1345,dE,5.13,
PGC21542,074144+232457,115.4351,23.4161,dE,7.27,0.0073
PGC22660,075505+775830,118.7738,77.9752,dE,5.71,
PGC22270,075701+602342,119.2553,60.3951,dE,7.27,
PGC22270,075720+602141,119.3347,60.3616,dE,5.65,
PGC23701,081715+245356,124.3164,24.8991,dE,4.83,0.0064
PGC23362,081910+214940,124.7949,21.828,dE,5.11,
PGC23362,081954+215657,124.9788,21.9492,dE,4.29,
PGC23498,082058+224107,125.2434,22.6853,dE,4.04,
PGC23447,082124+031126,125.3523,3.1906,dE,3.85,
PGC23498,082133+222804,125.3902,22.468,dE,5.71,
PGC23498,082217+225430,125.5734,22.9084,UDG,8.81,
PGC23498,082222+225740,125.5956,22.9611,dE,4.45,
PGC23498,082223+224148,125.5964,22.6969,dE,6.4,
PGC23498,082300+215807,125.7512,21.9686,dE,5.16,0.0073
PGC23498,082317+225348,125.8238,22.8968,dE,5.63,
PGC23498,082324+221600,125.8504,22.2668,dE,4.99,0.0068
PGC23498,082324+224052,125.8538,22.6814,dE,3.6,
PGC23498,082329+224448,125.8749,22.7469,dE,4.26,
PGC23498,082340+224310,125.9207,22.7197,dE,4.35,
PGC23498,082350+220336,125.9602,22.0601,dE,2.66,
PGC23498,082406+224818,126.0258,22.8052,dE,9.39,
PGC23608,082424+732517,126.1021,73.4215,dE,5.96,
PGC23608,082443+734259,126.1813,73.7165,dE,3.23,
PGC23498,082547+215245,126.449,21.8792,dE,3.53,
PGC23608,082553+731644,126.4734,73.2791,dE,4.12,
PGC23701,082621+254454,126.5892,25.7484,dE,4.73,
PGC23701,082628+260428,126.6199,26.0746,dE,5.19,0.0063
PGC23701,082654+253544,126.7257,25.5956,dE,3.4,
PGC23701,082701+261349,126.757,26.2305,dE,4.16,
PGC23701,082701+255406,126.7579,25.9017,dE,3.01,
PGC23701,082702+255300,126.7583,25.8836,dE,4.44,
PGC23701,082705+260557,126.7731,26.0993,dE,5.98,
PGC23701,082707+261026,126.7816,26.1739,dE,4.68,
PGC23701,082707+261153,126.7821,26.1981,dE,1.91,
PGC23701,082712+255928,126.8006,25.9913,dE,3.52,
PGC23701,082719+261415,126.8292,26.2375,dE,4.2,
PGC23701,082724+255448,126.8503,25.9136,dE,1.6,
PGC23701,082727+261434,126.8635,26.243,dE,2.75,
PGC23701,082728+255418,126.8693,25.9052,dE,3.6,
PGC23701,082740+253918,126.919,25.655,dE,6.65,
PGC23701,082740+255705,126.9194,25.9515,dE,6.41,
PGC23701,082745+255617,126.9387,25.9382,dE,1.99,
PGC23701,082751+254919,126.9657,25.822,dE,5.94,
PGC23701,082754+253957,126.9767,25.6659,dE,5.36,
PGC23701,082818+254718,127.0772,25.7884,dE,7.43,
PGC23701,082826+260054,127.1107,26.015,dE,7.33,
PGC24231,083502+775123,128.7624,77.8564,dE,5.29,
PGC24231,083647+775327,129.1991,77.891,dE,4.49,
PGC24231,084119+780009,130.3323,78.0026,dE,3.63,
PGC24464,084226+142533,130.6121,14.426,BC,3.27,
PGC24464,084232+141717,130.6359,14.2882,dE,3.1,
PGC24506,084238+501631,130.6588,50.2755,dE,7.53,0.0104
PGC24506,084306+500442,130.7771,50.0785,UDG,11.0,
PGC24528,084314+494850,130.8122,49.8141,dE,5.7,
PGC24464,084340+140649,130.9172,14.1139,dE,3.33,
PGC24506,084344+500413,130.9352,50.0705,dE,5.14,
PGC24528,084344+495309,130.9356,49.886,dE,11.33,
PGC24464,084357+142146,130.9887,14.3629,dE,3.76,
PGC24506,084406+500557,131.025,50.0994,dE,3.68,
PGC24528,084418+494717,131.0762,49.7881,dE,3.36,
PGC24506,084442+500505,131.1761,50.0849,dE,3.89,
PGC24506,084505+501516,131.2743,50.2545,dE,3.56,
PGC24506,084516+501248,131.3195,50.2135,BC,3.97,
PGC24884,085114+305403,132.8106,30.901,dE,3.1,
PGC24884,085132+305512,132.8848,30.9202,dE,3.81,
PGC24884,085136+305713,132.9016,30.9538,dE,6.15,
PGC24930,085247+334748,133.1982,33.7968,TS,22.57,
PGC24930,085326+331818,133.3619,33.305,dE,7.51,
PGC25065,085349+585639,133.4556,58.9443,dE,4.44,
PGC25067,085413-025951,133.5562,-2.9977,dE,6.58,
PGC24930,085420+331458,133.5853,33.2495,dE,9.01,
PGC25067,085440-030632,133.669,-3.1092,dE,3.13,
PGC24930,085510+333656,133.7937,33.6156,dE,7.57,
PGC24930,085522+333324,133.8458,33.5568,dE,20.41,
PGC25065,085530+584116,133.8761,58.688,dE,5.16,
PGC25065,085536+583418,133.9013,58.5717,dE,6.91,
PGC25067,085608-025456,134.034,-2.9157,dE,5.45,
PGC25067,085612-032517,134.0533,-3.4216,dE,7.99,
PGC25067,085614-030213,134.0602,-3.037,dE,5.75,
PGC25067,085638-033625,134.1592,-3.6072,dE,3.73,
PGC25067,085646-031509,134.1938,-3.2527,dE,4.0,
PGC25067,085650-025455,134.2092,-2.9156,dE,4.18,
PGC25067,085651-031538,134.2163,-3.2607,dE,2.9,
PGC25065,085652+584021,134.2198,58.6728,dE,5.49,
PGC25248,085854+443743,134.7262,44.6286,dE,5.88,
PGC25065,090149+595531,135.4552,59.9254,dE,5.81,
PGC25454,090336+220238,135.9016,22.0439,dE,2.69,
PGC25454,090358+215049,135.9942,21.8472,dE,2.5,
PGC25454,090401+220001,136.0068,22.0005,dE,2.28,
PGC25915,090446+603741,136.194,60.6282,dE,5.67,
PGC25496,090453+250446,136.223,25.0796,dE,2.44,
PGC25525,090540+252850,136.4169,25.4806,dE,3.45,
PGC25525,090711+252615,136.7978,25.4375,dE,3.34,
PGC25915,090751+595524,136.9659,59.9233,dE,6.83,
PGC25454,090820+212935,137.0848,21.4932,UDG,7.58,
PGC25861,090827+065131,137.1146,6.8586,dE,3.55,
PGC25454,090835+212848,137.1465,21.4802,dE,3.27,
PGC25676,090853+781232,137.222,78.2089,dE,3.86,
PGC25861,090859+064116,137.2463,6.688,dE,4.11,
PGC25915,090859+600346,137.2489,60.0628,dE,11.82,0.0054
PGC25915,090904+594536,137.2681,59.7602,dE,7.79,
PGC25676,091023+780743,137.5978,78.1287,dE,4.68,
PGC25999,091117+791431,137.8219,79.2421,dE,3.59,
PGC25886,091157-090237,137.9884,-9.0436,dE,10.39,
PGC25861,091200+065252,138.0011,6.8814,dE,5.02,
PGC25861,091220+095904,138.0834,9.9845,dE,6.85,
PGC25915,091229+601814,138.1239,60.304,dE,5.72,
PGC25915,091244+594354,138.186,59.7317,dE,3.7,
PGC25861,091250+062831,138.2123,6.4755,BC,6.84,0.0043
PGC25915,091252+595912,138.2176,59.9868,dE,11.98,
PGC25915,091300+601502,138.2519,60.2506,dE,13.83,
PGC25915,091304+601441,138.2678,60.2449,TS,10.69,0.0038
PGC25999,091306+791228,138.2776,79.2079,dE,1.44,
PGC25955,091310+350252,138.292,35.0478,dE,5.3,
PGC25915,091322+600129,138.3447,60.0248,dE,6.34,
PGC25999,091330+780704,138.3771,78.1178,dE,6.72,
PGC25999,091356+791447,138.4837,79.2465,dE,7.13,
PGC25955,091418+343806,138.5785,34.635,dE,3.68,
PGC25999,091427+790820,138.6164,79.1391,dE,3.23,
PGC25955,091429+343930,138.6216,34.6585,dE,3.14,
PGC25861,091457+060018,138.7391,6.0051,dE,7.13,0.0048
PGC26034,091531+405758,138.8807,40.9662,dE,4.7,
PGC26246,091531+520243,138.8826,52.0455,dE,3.69,
PGC25915,091532+594948,138.8835,59.8302,dE,9.91,0.0046
PGC25910,091616+513008,139.0682,51.5022,UDG,10.81,
PGC26512,091657+510328,139.2413,51.0579,dE,18.07,
PGC26232,091702+415333,139.2608,41.8927,dE,3.35,
PGC26246,091720+530605,139.3368,53.1016,UDG,10.06,
PGC26246,091731+525934,139.3802,52.9928,dE,3.86,
PGC26232,091743+420804,139.4313,42.1345,dE,3.35,0.0065
PGC26246,091750+530912,139.4584,53.1534,dE,6.9,
PGC26512,091757+511807,139.4909,51.302,dE,9.46,
PGC26512,091852+501116,139.7175,50.1878,SP,15.74,0.002
PGC26512,091925+514004,139.8566,51.6679,dE,8.32,
PGC26649,091938+342128,139.911,34.3579,dE,7.9,
PGC26649,091941+330158,139.9232,33.0328,dE,5.8,
PGC26512,091941+505843,139.9238,50.9787,dE,6.1,
PGC26649,092001+331025,140.0064,33.1737,dE,5.75,
PGC26512,092034+504321,140.1445,50.7227,dE,5.79,
PGC26571,092117+400644,140.3248,40.1124,dE,4.21,
PGC26571,092128+400256,140.3679,40.0491,dE,2.29,
PGC26571,092134+400517,140.3926,40.0883,dE,2.39,
PGC26571,092141+400925,140.423,40.1571,dE,3.38,
PGC26571,092144+402237,140.4359,40.3772,dE,3.49,
PGC26483,092150-120148,140.4605,-12.03,dE,3.82,
PGC26512,092157+501613,140.4887,50.2704,dE,22.15,
PGC26648,092206+493138,140.5256,49.5273,dE,5.47,
PGC26483,092207-115521,140.5292,-11.9227,dE,4.72,
PGC26483,092217-115355,140.5711,-11.8988,dE,3.06,
PGC26512,092303+504935,140.7653,50.8266,dE,3.91,
PGC26648,092305+482651,140.7716,48.4476,dE,5.19,
PGC26512,092309+505614,140.7879,50.9374,dE,6.92,
PGC26571,092343+400558,140.93,40.0997,dE,8.42,
PGC26649,092402+343943,141.0101,34.6621,dE,4.06,
PGC26649,092405+343847,141.0221,34.6465,dE,9.43,0.0064
PGC26512,092416+513931,141.0706,51.6587,dE,11.84,0.0023
PGC26571,092422+400527,141.0955,40.0909,BC,10.17,0.0054
PGC26733,092439+111944,141.1629,11.3292,dE,5.24,0.0107
PGC26733,092458+111413,141.244,11.2371,dE,3.35,
PGC26733,092459+112355,141.2496,11.3988,dE,2.17,
PGC26733,092510+113158,141.2945,11.533,dE,3.91,0.0117
PGC26733,092511+113909,141.2979,11.6527,UDG,6.36,
PGC26733,092515+113548,141.3162,11.5969,dE,4.61,0.0113
PGC26649,092525+342358,141.3544,34.3995,dE,8.29,
PGC26733,092530+113447,141.3775,11.5799,dE,5.09,
PGC26649,092539+345314,141.4155,34.8873,dE,14.74,
PGC26648,092616+482335,141.5693,48.3932,dE,12.11,0.0023
PGC26733,092645+113053,141.6911,11.5147,dE,2.93,
PGC26648,092813+491601,142.0553,49.267,dE,3.47,
PGC26932,092831+073325,142.1294,7.5572,dE,6.42,
PGC26648,092834+490549,142.1436,49.097,dE,3.76,
PGC26932,092853+074518,142.2238,7.7552,dE,3.7,
PGC26932,092914+073628,142.3106,7.6078,dE,4.07,
PGC26932,092930+074548,142.3759,7.7636,BC,9.31,
PGC26932,092954+074557,142.4784,7.7659,dE,4.03,
PGC26979,093127+320339,142.8642,32.0611,BC,2.33,0.0082
PGC26932,093155+073210,142.9831,7.5362,dE,3.2,0.0074
PGC26932,093208+082810,143.0366,8.4697,dE,4.43,0.0078
PGC27077,093248+212755,143.2034,21.4655,dE,13.18,0.0013
PGC27159,093301+101945,143.2555,10.3292,dE,4.14,0.0112
PGC27159,093304+102429,143.2674,10.4083,dE,2.86,
PGC27159,093307+101041,143.28,10.1782,dE,4.59,0.01
PGC27159,093308+095725,143.2855,9.9572,dE,5.39,
PGC27159,093318+102414,143.3267,10.404,dE,3.01,
PGC27159,093323+092917,143.3475,9.4883,BC,3.4,0.0113
PGC27159,093326+100041,143.3599,10.0114,BC,2.34,0.0104
PGC27159,093327+094758,143.3661,9.7997,dE,4.06,
PGC27159,093327+100702,143.3663,10.1172,dE,3.29,
PGC27159,093333+102314,143.3896,10.3873,dE,2.23,0.0098
PGC27159,093340+100756,143.4195,10.1323,dE,2.68,
PGC27130,093340-164419,143.4207,-16.7387,dE,9.02,
PGC27159,093344+094239,143.4339,9.7109,dE,6.97,
PGC27159,093346+100559,143.4437,10.0998,dE,2.72,
PGC27159,093347+102022,143.4485,10.3395,dE,3.14,
PGC27159,093348+100640,143.4518,10.1112,dE,4.45,
PGC27159,093358+100928,143.4941,10.1579,dE,4.0,0.0114
PGC27316,093611-082043,144.0459,-8.3455,dE,6.44,
PGC27316,093617-082002,144.0736,-8.3341,dE,3.92,
PGC27635,094029+051351,145.1229,5.231,dE,4.03,
PGC27762,094114-032549,145.3105,-3.4305,dE,5.69,
PGC27762,094141-034355,145.4223,-3.732,dE,5.6,
PGC27777,094144+313743,145.4335,31.6288,dE,3.65,
PGC27762,094220-034343,145.5862,-3.7288,dE,1.54,
PGC27765,094240+585446,145.6678,58.913,dE,3.07,
PGC27765,094301+585825,145.7571,58.9736,BC,10.28,0.0049
PGC27762,094304-034352,145.7694,-3.7312,dE,5.66,
PGC27777,094313+315733,145.8063,31.9593,dE,2.05,
PGC27762,094314-034252,145.8124,-3.7146,dE,3.02,
PGC27777,094319+314926,145.8295,31.8241,BC,5.5,
PGC27777,094331+315836,145.8794,31.9769,BC,5.86,0.0053
PGC27777,094332+315803,145.8857,31.9677,dE,5.47,0.0047
PGC27777,094359+320705,145.9973,32.1183,dE,3.3,
PGC27723,094410+001047,146.0453,0.1798,BC,2.8,0.0104
PGC27777,094414+314513,146.0591,31.7538,dE,6.34,
PGC28316,094436+712846,146.1511,71.4795,dE,9.58,
PGC27723,094450+000837,146.2099,0.1439,dE,5.29,
PGC27777,094457+315918,146.2399,31.9885,dE,3.23,
PGC27723,094517-000148,146.3232,-0.03,BC,2.9,
PGC28010,094540+013703,146.4208,1.6178,BC,2.02,0.0058
PGC27723,094549-003252,146.4548,-0.5479,dE,8.11,
PGC27723,094602-001453,146.5101,-0.2481,dE,4.94,
PGC28085,094659+094801,146.7496,9.8005,dE,3.72,
PGC28085,094705+095105,146.7739,9.8516,dE,4.14,0.0096
PGC28120,095012+673037,147.5518,67.5104,dE,25.26,
PGC28272,095325+014052,148.3566,1.6812,dE,4.62,
PGC28272,095345+013252,148.4378,1.5479,dE,3.98,
PGC28316,095345+721919,148.4409,72.3221,dE,4.93,
PGC28272,095401+013828,148.5049,1.6413,UDG,16.86,
PGC28272,095404+013225,148.5195,1.5403,dE,5.35,0.0039
PGC28272,095416+012805,148.5706,1.4681,dE,4.68,
PGC28316,095433+715933,148.6375,71.9926,dE,6.61,
PGC28316,095512+721719,148.8032,72.2887,dE,5.84,
PGC28670,095526+755232,148.8598,75.8756,dE,2.91,
PGC28670,095608+754840,149.0368,75.8112,dE,3.6,
PGC29046,095637+722617,149.1547,72.4382,UDG,12.72,
PGC29050,095700+552722,149.251,55.4561,dE,6.76,
PGC28630,095703+683533,149.2651,68.5926,dE,36.26,
PGC29265,095805-083435,149.5232,-8.5766,dE,7.23,
PGC28821,095851+112227,149.7161,11.3742,dE,3.77,
PGC29050,095858+555258,149.7443,55.8829,dE,4.11,
PGC28887,095945+113942,149.9416,11.6617,dE,2.41,
PGC29265,100010-082126,150.0436,-8.3573,dE,13.21,
PGC29067,100125+244902,150.3561,24.8173,dE,3.93,
PGC28939,100315+045348,150.8126,4.8968,dE,7.02,
PGC29059,100318+720907,150.8256,72.1521,dE,7.45,
PGC29265,100358-073827,150.9944,-7.6409,dE,12.26,
PGC29265,100407-064746,151.0297,-6.7961,dE,2.61,
PGC29209,100412+133815,151.0535,13.6375,dE,2.79,
PGC29265,100423-064420,151.0979,-6.7391,dE,1.47,
PGC29050,100426+551312,151.1118,55.2201,dE,5.02,
PGC29265,100437-065729,151.1571,-6.9581,dE,4.83,
PGC29265,100439-064301,151.163,-6.7172,dE,1.88,
PGC28630,100441+681523,151.1728,68.2566,dE,19.81,
PGC29265,100454-064231,151.2257,-6.7089,dE,8.7,
PGC29265,100500-064354,151.2531,-6.7317,dE,1.85,
PGC29265,100535-074459,151.3961,-7.7498,dE,16.71,
PGC29265,100612-073001,151.5527,-7.5004,dE,6.86,
PGC29265,100626-073256,151.611,-7.549,dE,6.42,
PGC29265,100633-073034,151.64,-7.5095,dE,4.21,
PGC29265,100720-071547,151.8343,-7.2632,dE,11.7,
PGC29814,100736+041450,151.9028,4.2473,dE,4.68,
PGC29814,100810+022748,152.043,2.4634,TS,2.72,0.0069
PGC29814,100812+043346,152.052,4.563,dE,4.82,
PGC29814,100824+022600,152.1002,2.4335,dE,3.97,
PGC30019,100958+732826,152.4929,73.4739,dE,5.31,
PGC29814,101057+015351,152.7402,1.8978,dE,6.84,
PGC29814,101232+034227,153.1372,3.7077,dE,2.95,
PGC29814,101240+034509,153.1685,3.7527,dE,4.55,
PGC29814,101249+031459,153.2051,3.2499,dE,6.1,
PGC29814,101323+031835,153.347,3.3099,dE,4.56,
PGC29814,101329+032655,153.3734,3.4486,TS,13.89,
PGC29814,101341+033301,153.4235,3.5503,dE,2.72,
PGC30083,101408+222022,153.5366,22.3396,dE,5.54,
PGC29814,101415+034819,153.5633,3.8054,dE,3.56,
PGC29814,101422+034522,153.5925,3.7562,dE,3.38,
PGC29814,101431+032200,153.6327,3.3668,dE,9.02,
PGC29814,101451+033852,153.7146,3.6479,dE,6.15,0.0038
PGC30019,101528+733418,153.8683,73.5718,dE,3.58,
PGC30083,101547+222213,153.9492,22.3705,dE,7.52,
PGC29814,101614+032817,154.0587,3.4715,dE,4.85,
PGC30019,101624+732735,154.1038,73.4597,dE,5.47,
PGC29814,101635+033912,154.1462,3.6534,dE,4.57,
PGC30083,101643+210420,154.1799,21.0722,dE,3.8,
PGC30019,101645+732902,154.1885,73.4839,dE,4.6,
PGC29814,101719+021337,154.3327,2.227,dE,4.11,
PGC30083,101727+214937,154.3657,21.8271,dE,3.25,
PGC29814,101743+031654,154.4309,3.2819,dE,3.56,
PGC30019,101801+732748,154.5049,73.4634,dE,3.73,
PGC30019,101810+732825,154.5422,73.4737,dE,4.05,
PGC30176,101810+581318,154.545,58.2219,dE,9.46,
PGC30083,101813+214718,154.5575,21.7885,dE,2.94,
PGC30087,101822+410957,154.5926,41.1659,dE,9.33,
PGC30083,101822+212331,154.5949,21.392,BC,7.32,
PGC30083,101833+215136,154.6388,21.8601,dE,7.8,
PGC30083,101840+212249,154.6703,21.3804,dE,6.59,0.0043
PGC29814,101847+034558,154.6988,3.7663,dE,6.93,
PGC30083,101851+221357,154.7149,22.2325,dE,4.25,
PGC30083,101853+215429,154.7214,21.9081,dE,8.63,
PGC30176,102036+580819,155.1521,58.1388,dE,4.53,
PGC30019,102127+732838,155.3629,73.4775,dE,6.05,
PGC30083,102155+214156,155.48,21.6989,dE,8.03,
PGC30083,102221+213100,155.588,21.5168,BC,4.21,
PGC30083,102223+213239,155.5998,21.5442,dE,2.88,
PGC30083,102226+213230,155.6085,21.5419,TS,3.08,
PGC30463,102248+123504,155.7031,12.5846,dE,2.35,
PGC30445,102315+201040,155.8141,20.1779,dE,5.19,0.004
PGC30445,102321+200138,155.84,20.0272,TS,9.88,0.0039
PGC30445,102322+195451,155.8435,19.9143,dE,2.01,0.004
PGC30463,102326+123542,155.8597,12.5951,dE,4.84,0.0091
PGC30463,102339+123725,155.9139,12.6236,dE,4.01,0.0086
PGC30463,102350+130357,155.9594,13.0658,dE,2.75,
PGC30463,102413+123716,156.0565,12.6213,dE,3.27,
PGC30463,102420+123612,156.0835,12.6035,dE,2.8,
PGC30445,102434+200158,156.1445,20.0328,dE,9.2,0.0034
PGC30445,102441+202137,156.1748,20.3605,dE,2.23,
PGC30463,102447+124715,156.1983,12.7877,dE,3.69,
PGC30463,102448+123802,156.2027,12.634,dE,2.45,
PGC30445,102516+200948,156.3167,20.1633,dE,7.3,
PGC30744,102532+284209,156.3866,28.7027,dE,4.41,
PGC30744,102537+283849,156.4046,28.6472,dE,2.8,
PGC30445,102545+202303,156.4398,20.3842,dE,6.05,
PGC30445,102550+194321,156.4596,19.7226,dE,10.62,
PGC30445,102630+201659,156.6288,20.2832,dE,6.4,
PGC30744,102634+290346,156.6433,29.0628,dE,4.0,
PGC30744,102642+285134,156.675,28.8595,dE,4.01,
PGC30744,102656+281822,156.7342,28.3064,dE,3.37,
PGC30445,102737+200443,156.9064,20.0786,dE,8.44,0.0042
PGC30776,102801+230909,157.0063,23.1527,dE,7.94,
PGC30776,102820+223416,157.0865,22.5712,BC,14.33,
PGC30744,102835+283502,157.1483,28.5841,dE,2.67,
PGC31428,103715+372036,159.3159,37.3435,dE,10.89,
PGC31883,103940+124406,159.9175,12.735,dE,7.28,
PGC31883,103942+123805,159.9289,12.6348,BC,7.85,
PGC31883,103955+135431,159.9817,13.9088,dE,12.87,0.0029
PGC31883,104140+134929,160.4207,13.8249,BC,2.57,0.0042
PGC31883,104226+135725,160.6105,13.957,BC,9.19,0.005
PGC32256,104234+120902,160.643,12.1508,dE,20.6,
PGC32183,104315+632252,160.8137,63.3811,dE,4.31,
PGC32256,104354+120800,160.979,12.1335,dE,6.49,
PGC32249,104401+153521,161.0078,15.5894,dE,8.15,
PGC32178,104425+135955,161.1078,13.9987,dE,3.58,
PGC32183,104432+632145,161.1365,63.3627,dE,5.1,
PGC32178,104435+135622,161.1474,13.9396,BC,10.9,0.0021
PGC32178,104438+135125,161.1597,13.8572,dE,8.17,
PGC32249,104556+141338,161.4843,14.2273,dE,6.41,
PGC32178,104558+133251,161.4929,13.5476,dE,7.16,
PGC32256,104614+125738,161.559,12.9606,dE,7.78,
PGC32178,104624+140127,161.6028,14.0242,UDG,14.51,
PGC32256,104630+114520,161.626,11.7557,dE,8.37,
PGC32256,104641+121937,161.6722,12.327,dE,9.61,0.0034
PGC32256,104649+111813,161.7074,11.3038,dE,3.53,
PGC32256,104654+124718,161.7275,12.7885,dE,7.74,
PGC32256,104657+125953,161.7398,12.9982,dE,12.25,
PGC32256,104700+125736,161.7521,12.9603,dE,5.51,
PGC32256,104706+115240,161.7752,11.8778,dE,4.12,
PGC32256,104708+111706,161.7847,11.2851,dE,9.2,
PGC32256,104713+124807,161.8058,12.8022,dE,10.34,
PGC32256,104740+120255,161.919,12.0488,dE,7.05,
PGC32256,104742+125831,161.9255,12.9754,dE,6.27,
PGC32256,104813+115806,162.0547,11.9685,dE,6.77,
PGC32256,104835+130334,162.1498,13.0595,dE,9.57,
PGC32249,104853+140728,162.224,14.1245,dE,10.78,0.0018
PGC32533,104903+283146,162.2639,28.5296,dE,4.14,
PGC32533,104909+273646,162.2893,27.6131,dE,3.27,
PGC32256,104911+124733,162.2976,12.7926,dE,6.14,
PGC32256,104925+123308,162.3582,12.5524,dE,7.91,
PGC32256,104936+112102,162.4041,11.3507,dE,12.06,
PGC32533,104945+273805,162.441,27.635,dE,7.03,
PGC32648,104955+230408,162.4804,23.069,dE,13.33,
PGC32249,105003+135323,162.5166,13.8898,dE,10.15,
PGC32533,105013+271803,162.558,27.301,dE,4.04,0.0056
PGC32256,105018+131618,162.579,13.2719,dE,18.56,0.0036
PGC32256,105027+122134,162.6136,12.3596,dE,19.84,
PGC32533,105054+282435,162.7258,28.4098,dE,6.47,
PGC32249,105059+135934,162.7461,13.9928,dE,2.9,
PGC32249,105101+132001,162.7563,13.3336,dE,12.23,0.0022
PGC32605,105104+110111,162.7674,11.0199,UDG,12.19,
PGC32533,105107+275846,162.7829,27.9795,BC,3.71,0.0059
PGC32533,105113+280022,162.8042,28.0062,dE,4.51,0.004
PGC32256,105121+125056,162.8379,12.849,dE,12.44,
PGC32533,105123+280125,162.8468,28.0238,dE,7.37,0.0033
PGC32249,105131+140653,162.8808,14.1149,dE,5.21,
PGC32533,105137+274919,162.9047,27.822,dE,11.29,0.0044
PGC32533,105149+275755,162.9553,27.9655,dE,3.42,
PGC32533,105159+282136,162.9982,28.3601,UDG,14.39,
PGC32533,105200+274532,163.0015,27.7591,dE,6.79,0.0055
PGC32249,105204+150149,163.02,15.0305,dE,7.19,0.0028
PGC32533,105214+273723,163.0588,27.6232,dE,4.51,
PGC32533,105218+272313,163.0766,27.3872,dE,7.39,
